pond_id,treatment,period,doy,temp,do_sat,do,ph,chla_rfu,chla,cond,sp_cond,phyco_rfu,phyco,salinity,cyanofluor_chl,tp,tp_flag,srp,srp_flag,tn,tn_flag,nox,nox_flag,nhx,nhx_flag
C,pulsed,PULSE1,191,29.12908497,87.11176471,6.681764706,16.13705882,0.424411765,1.957647059,285.5,264.6382353,-0.309411765,-0.31,0.12,798.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,192,26.90888889,72.336,5.7708,16.2,0.4832,2.1932,277.228,267.488,-0.2412,-0.2684,0.13,859.62,46.35,NA,0.9,NA,0.309985,NA,0.157065,NA,NA,NA
C,pulsed,PULSE1,193,28.59722222,95.54166667,7.395,16.15,0.259166667,1.310833333,288.05,269.5333333,-0.316666667,-0.316666667,0.13,1361.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,194,27.04273504,73.98846154,5.886923077,16.2,0.484230769,2.195384615,280.4,269.8576923,-0.280769231,-0.293461538,0.13,1763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,195,27.14074074,90.32666667,7.174,16.2,0.210666667,1.116,285.2533333,274.0733333,-0.322,-0.32,0.13,632.12,33.4,NA,0.1,b,0.38198,NA,0.200365,NA,NA,NA
C,pulsed,PULSE1,196,26.575,89.79,7.206,16.213,0.4345,2.003,285.135,276.805,-0.3235,-0.32,0.13,1134.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,197,24.77037037,84.34,6.996666667,16.27,0.676666667,2.953333333,261.0066667,262.1666667,-0.226,-0.259333333,0.12,2622.6,36.7,NA,1.95,NA,0.3258,NA,0.0489448,NA,0.0038,NA
C,pulsed,PULSE1,198,25.65656566,77.70909091,6.339545455,16.24,0.396818182,1.85,277.0954545,273.6181818,-0.279090909,-0.292727273,0.13,713.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,199,27.55246914,89.67222222,7.067777778,16.18277778,0.251111111,1.271111111,286.3388889,273.0222222,-0.365,-0.346111111,0.13,772.49,37.1,NA,0.1,b,0.249375,NA,0.081065,NA,NA,NA
C,pulsed,PULSE1,200,27.99224806,92.2255814,7.21255814,16.17,0.275813953,1.372790698,287.2465116,271.7046512,-0.220697674,-0.252790698,0.13,732.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,201,29.925,100.61,7.6085,16.11,0.377,1.7715,303.175,277.11,-0.29,-0.299,0.13,831.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,202,27.11111111,89.11428571,7.084285714,16.2,0.39,1.821428571,294.2571429,282.9,-0.281428571,-0.294285714,0.13,1025.2,35.15,NA,0.1,b,0.578165,NA,0.10334,NA,NA,NA
C,pulsed,PULSE1,203,26.23856209,72.77058824,5.875294118,16.22235294,0.354705882,1.682941176,296.8588235,290,-0.327647059,-0.322352941,0.14,1288.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,204,28.34848485,75.46363636,5.864090909,16.16,0.367727273,1.734545455,317.3409091,298.2318182,-0.263636364,-0.281818182,0.14,915.79,53.4,NA,0.7,NA,0.3346,NA,0.09132095,NA,0.0239,NA
C,pulsed,PULSE1,205,26.16666667,81.04666667,6.55,16.23,0.298,1.463333333,309.4933333,302.6066667,-0.298666667,-0.304666667,0.14,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,206,26.76767677,79.33636364,6.340454545,16.20863636,0.491363636,2.225909091,322.2772727,311.7454545,-0.290909091,-0.298636364,0.15,1089.9,42.45,NA,0.35,NA,0.4523,NA,0.229505,NA,NA,NA
C,pulsed,PULSE1,207,28.03703704,63.37777778,4.954444444,16.17,0.222777778,1.166111111,327.6166667,309.6722222,-0.033888889,-0.131111111,0.15,1308.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,208,28.24537037,69.43333333,5.4075,16.16,0.3875,1.816666667,332.375,312.95,0.060833333,-0.073333333,0.15,2453.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,209,27,77.99230769,6.208461538,16.2,0.369230769,1.745384615,336.6153846,324.1692308,-0.222307692,-0.253076923,0.15,1192.8,44.6,NA,0.35,NA,0.600335,NA,0.21242,NA,NA,NA
C,pulsed,PULSE1,210,26.55555556,83.26363636,6.682727273,16.22,0.314545455,1.520909091,338.5,328.8,-0.27,-0.285454545,0.16,950.02,46.3,NA,0.1,b,0.3524,NA,0.109267,NA,NA,NA
C,pulsed,PULSE2,211,27.27777778,85.73333333,6.79,16.19,0.502222222,2.27,353.0333333,338.2111111,-0.284444444,-0.294444444,0.16,1720.1,42,NA,0.02,NA,0.383885,NA,0.31011,NA,0.00895,NA
C,pulsed,PULSE2,212,26.55555556,74.53076923,5.981538462,16.21,0.689230769,3.001538462,351.0615385,340.9461538,-0.253846154,-0.275384615,0.16,1862.9,39.5,NA,0.55,NA,0.387965,NA,0.036353,NA,NA,NA
C,pulsed,PULSE2,213,26.16666667,78.2375,6.323333333,16.23,0.48125,2.182916667,358.2666667,350.4458333,-0.28875,-0.298333333,0.17,1727.7,52.7,NA,0.05,NA,0.270985,NA,0.230505,NA,NA,NA
C,pulsed,PULSE2,214,26.11111111,53.05789474,4.290526316,16.22736842,1.148947368,4.824736842,371.1315789,363.3842105,-0.112631579,-0.184736842,0.17,2074.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,215,26.22222222,69.77058824,5.635882353,16.23,0.685882353,2.992941176,365.4823529,357.3,0.031176471,-0.090588235,0.17,2895.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,216,24.33333333,93.0625,7.77875,16.28,0.55375,2.475,365.125,369.8875,-0.27875,-0.29,0.18,1338.4,57,NA,0.3,NA,0.739275,NA,0.05683385,NA,NA,NA
C,pulsed,PULSE2,217,22.66666667,89.53,7.7245,16.34,0.402,1.8695,358.28,375.165,-0.3145,-0.3155,0.18,1288.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,218,22.27407407,85.64,7.441333333,16.35,0.542666667,2.427333333,356.5133333,376.1,-0.273333333,-0.288666667,0.18,1454.5,52.75,NA,0.1,NA,0.276615,NA,0.23477,NA,0.02485,NA
C,pulsed,PULSE2,219,22.5,85.555,7.403,16.34,0.3935,1.838,359.9,378,-0.321,-0.3195,0.18,1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,220,22.54365079,89.45714286,7.735,16.34,0.863571429,3.688571429,362.65,380.6,-0.15,-0.21,0.18,2930.1,47.65,NA,0.1,b,0.33976,NA,0.159725,NA,NA,NA
C,pulsed,PULSE2,221,24.949074070000002,76.8,6.34625,16.26291667,0.920416667,3.915833333,378.2083333,378.5625,0.16166666699999999,-0.006666667,0.18,2407.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,222,25.5,74.72608696,6.110869565,16.25,0.470869565,2.141304348,378.0956522,374.3956522,0.041304348,-0.085217391,0.18,1474.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,223,26.16666667,97,7.84,16.23,0.465,2.121785714,382.7071429,374.3428571,-0.3175,-0.316428571,0.18,1810.6,45.8,NA,0.1,b,0.854765,NA,0.173505,NA,NA,NA
C,pulsed,PULSE2,224,22.96428571,65.84285714,5.646428571,16.33,1.575,6.504285714,357.8928571,372.3392857,0.265,0.060357143,0.18,1463.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,225,23.99537037,88.7125,7.461666667,16.29,1.26625,5.284166667,364.9666667,372.0833333,-0.132083333,-0.199583333,0.18,2147.6,52.95,NA,0.1,b,0.34159,NA,0.124405,NA,0.0095,NA
C,pulsed,PULSE2,226,25.34099617,93.63103448,7.68,16.25,2.124827586,8.677931034,378.1241379,375.6482759,0.174827586,6.9e-4,0.18,1407.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,227,25.55555556,95.244,7.782,16.2492,2.322,9.4568,377.584,373.564,0.1764,0.0028,0.18,1075.7,41.8,NA,0.1,b,0.57929,NA,0.24848,NA,NA,NA
C,pulsed,PULSE2,228,25.58888889,92.94,7.591,16.24,0.937,3.985,381.35,377.12,-0.15,-0.21,0.18,2472.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,229,24.94444444,71.2,5.882777778,16.26,1.963888889,8.041111111,379.7944444,380.2,0.08,-0.058333333,0.18,9293.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,230,24.55555556,64.6,5.374166667,16.28,1.12,4.70625,379.8208333,382.9,-0.162083333,-0.21625,0.18,2872,33.4,NA,0.1,b,0.394175,NA,0.1347555,NA,NA,NA
C,pulsed,PULSE2,231,NA,NA,NA,NA,NA,4.462426307,NA,NA,NA,NA,NA,2631.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,232,25.48222222,91.132,7.4528,16.2464,2.5816,10.4836,388.184,384.576,0.1876,0.0092,0.18,2069.5,32.25,NA,0.1,b,0.5188,NA,0.2852,NA,0.1,b
C,pulsed,PULSE2,233,23.82264957,82.4,6.952307692,16.3,1.795,7.365769231,379.1692308,387.9307692,0.077692308,-0.059230769,0.19,2290.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,234,24.16666667,78.46666667,6.577333333,16.29,0.664,2.906,383.6133333,389.74,-0.302,-0.306,0.19,1357.4,35.95,NA,0.1,b,0.484655,NA,0.149115,NA,NA,NA
C,pulsed,PULSE2,235,24.9005848,75.51578947,6.24,16.26526316,2.5,10.15578947,389.5578947,390.2631579,0.417894737,0.159473684,0.19,4016.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,236,24.33333333,58.48333333,4.889444444,16.28,1.023333333,4.323888889,387.4277778,392.4222222,0.116666667,-0.033888889,0.19,5109.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,237,25.38888889,84.76785714,6.948571429,16.25,1.419285714,5.886785714,396.1214286,393.2,-0.146071429,-0.207142857,0.19,1414.6,32.75,NA,0.1,b,0.51813,NA,0.138695,NA,NA,NA
C,pulsed,PULSE2,238,25.83333333,88.11304348,7.160869565,16.24,0.890869565,3.800869565,404.9565217,398.4347826,-0.184782609,-0.232173913,0.19,4569.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE2,239,25.94444444,85.48235294,6.934117647,16.23,0.511176471,2.306470588,407.7,400.3705882,-0.29,-0.298235294,0.19,1198.5,30,NA,0.1,b,0.457905,NA,0.070969,NA,0.0099,NA
C,pulsed,PULSE2,240,26.27777778,84.95625,6.8496875,16.22,0.580625,2.5796875,416.621875,406.609375,-0.2046875,-0.243125,0.19,1356.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,142,16.79166667,127.3875,12.35,8.41375,3.85625,13.88125,323.3375,383.4,0.14625,0.31875,0.18,3597.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,143,16.59649123,116.6315789,11.35421053,8.706315789,3.014210526,10.84631579,320.8842105,382.2368421,0.14,0.315263158,0.18,2692.1,47.8,NA,0.1,b,0.38093,NA,0.28401,NA,NA,NA
D,reference,BASE,144,17.88888889,124.025,11.75666667,9.24,3.438333333,12.37,323.9916667,374.9583333,0.2425,0.376666667,0.18,8829.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,145,18.61111111,129.6764706,12.10882353,8.76,4.300588235,15.48823529,323.8588235,368.7588235,0.387647059,0.459411765,0.18,6008.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,146,21.32098765,125.3833333,11.09,8.471111111,4.153333333,16.68444444,336.8611111,362.2722222,0.166111111,-0.004444444,0.17,3951.5,39.75,NA,0.1,b,0.520765,NA,0.1,b,NA,NA
D,reference,BASE,147,21.7991453,104.8153846,9.187692308,8.46,3.567692308,14.36461538,312.5846154,332.9153846,0.111538462,-0.036923077,0.16,3070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,148,22,111.4258065,9.733870968,8.24,3.402580645,13.71967742,315.0516129,334.2,0.073870968,-0.063870968,0.16,6212.4,53.3,NA,0.1,b,0.3497,NA,0.1,b,0.0011,NA
D,reference,BASE,149,22.55555556,113.8904762,9.84452381,8.197380952,1.200238095,5.024047619,307.6,322.602381,-0.106666667,-0.180238095,0.15,2865.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,150,21.11111111,125.7,11.17538462,8.25,0.41,1.906153846,301,325.2,-0.183076923,-0.23,0.16,565.5,19.75,NA,0.1,b,0.19081,NA,0.065634,NA,NA,NA
D,reference,BASE,151,21.69883041,142.2815789,12.50289474,8.237105263,0.275789474,1.370526316,303.7868421,324.2605263,-0.105263158,-0.177631579,0.15,308.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,152,21.55555556,145.8516129,12.85032258,8.35,0.22,1.150322581,292.6193548,313.1483871,-0.198064516,-0.238064516,0.15,433.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,153,21.24444444,142.43,12.627,8.64,0.258,1.302,290.81,313.29,-0.156,-0.21,0.15,340.84,32.4,NA,0.1,b,0.1866,NA,0.0392365,NA,NA,NA
D,reference,BASE,154,22.96701389,153.578125,13.1709375,8.19,0.195625,1.0528125,294.65625,306.55,-0.2015625,-0.2425,0.15,357.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,155,25.26190476,148.4571429,12.19877551,8.85,0.219183673,1.151020408,299.4693878,297.9408163,-0.168163265,-0.219183673,0.14,466.48,26.1,NA,0.1,b,0.11208,NA,NA,NA,0.05375,NA
D,reference,BASE,156,26.01473923,158.4897959,12.84510204,8.587142857,0.211836735,1.123061224,295.5183673,289.8979592,-0.290408163,-0.29877551,0.14,354.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,157,27.12847222,161.89375,12.86,9.02,0.268125,1.345,295.26875,283.75625,-0.276875,-0.28875,0.13,548.34,26.75,NA,0.1,b,0.336475,NA,0.1036385,NA,NA,NA
D,reference,BASE,158,26.44444444,153.8214286,12.3675,8.839285714,0.401785714,1.867142857,284.4928571,276.7428571,-0.316428571,-0.314642857,0.13,693.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,159,26.04861111,157.00625,12.7190625,9.01,0.235,1.2115625,280.671875,275.1625,-0.2446875,-0.27,0.13,498.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,160,26.63450292,157.6131579,12.63236842,9.95,0.263947368,1.324736842,285.1526316,276.5210526,-0.239210526,-0.265263158,0.13,534.02,33.25,NA,0.1,b,0.222515,NA,0.22512,NA,NA,NA
D,reference,BASE,161,26.10430839,143.9285714,11.65122449,8.98,0.438571429,2.018367347,279.6632653,273.9591837,-0.195510204,-0.237142857,0.13,731.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,162,22.83333333,84.82142857,7.291428571,8.65,0.532857143,2.386785714,264,275.35,-0.27,-0.285714286,0.13,782.54,35.15,NA,4.75,NA,0.4356,NA,0.19645,NA,0.04905,NA
D,reference,BASE,163,21.76273148,89.81041667,7.883541667,8.78,0.259791667,1.310416667,266.1354167,283.6791667,-0.203958333,-0.243125,0.13,540.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,164,22.50574713,134.9758621,11.67862069,10.18206897,0.249310345,1.27,265.1310345,278.4,-0.136551724,-0.198965517,0.13,446.47,34.5,NA,6.05,NA,0.498165,NA,0.1807,NA,NA,NA
D,reference,BASE,165,23.61111111,158.675,13.44416667,9.25625,0.3625,1.715416667,264.9,272.0666667,-0.317916667,-0.317916667,0.13,806.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,166,22.74444444,134.6342857,11.59628571,9.08,0.354285714,1.683428571,260.7028571,272.4457143,-0.264571429,-0.282857143,0.13,736.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,167,22.45023148,133.3583333,11.55083333,9.510625,0.278541667,1.382916667,260.5416667,273.8770833,-0.292291667,-0.300208333,0.13,549.25,38.45,NA,8.65,NA,0.31178,NA,0.0832,NA,NA,NA
D,reference,BASE,168,23.04571027,153.7696203,13.16962025,11.45,0.39278481,1.835063291,262.5101266,272.6822785,-0.317594937,-0.316835443,0.13,499.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,169,23.54761905,151.5047619,12.85142857,12.89952381,0.334761905,1.608095238,265.4952381,273.052381,-0.303809524,-0.307142857,0.13,562.66,NA,NA,6.2,NA,0.615215,NA,0.12176,NA,0.0027,NA
D,reference,BASE,170,24.01612903,154.9548387,13.03177419,9.028548387,0.733548387,3.17983871,268.0822581,273.2,-0.109354839,-0.180967742,0.13,911.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,171,24.61111111,132.6,11.03222222,9.11,1.35,5.608888889,266.0888889,268.1444444,-0.105555556,-0.181111111,0.13,1210.9,43.45,NA,4.45,NA,0.25529,NA,0.020601,NA,NA,NA
D,reference,BASE,172,24.4375,123.3416667,10.29333333,9.770833333,1.335,5.55375,265.8,268.7625,-0.287916667,-0.297083333,0.13,1320.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,173,24.86574074,119.5541667,9.897916667,9.817083333,1.523333333,6.297916667,268.5125,269.2,-0.207916667,-0.245833333,0.13,2400.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,BASE,174,24.05555556,89.2,7.492608696,8.91,1.360869565,5.658695652,256.173913,260.8826087,-0.194347826,-0.239130435,0.12,2648.3,54,NA,10.75,NA,0.24595,NA,0.109315,NA,NA,NA
D,reference,BASE,175,22.97222222,70.3,6.03,10.68,0.798,3.436,257.02,267.34,-0.249,-0.271,0.13,1318.4,53.3,NA,12.2,NA,0.29905,NA,0.004355,NA,NA,NA
D,reference,PULSE1,176,22.60069444,81.91875,7.075,10.25375,0.94,3.99375,253.6375,265.8125,-0.2721875,-0.2875,0.13,1110.8,52.45,NA,11.75,NA,0.454735,NA,0.138795,NA,0.1,b
D,reference,PULSE1,177,23.33096927,113.412766,9.660212766,12.42574468,1.478510638,6.119361702,255.1595745,263.5489362,-0.171914894,-0.222553191,0.12,1368.9,45.9,NA,5.5,NA,0.439745,NA,0.0818,NA,NA,NA
D,reference,PULSE1,178,25.27777778,137.42,11.289,13.05,1.534,6.335,265.17,263.67,-0.095,-0.173,0.12,3289,56.25,NA,5.95,NA,0.553345,NA,0.00832535,NA,NA,NA
D,reference,PULSE1,179,25.83068783,108.2,8.798095238,15.18,1.187619048,4.973333333,269.6142857,265.3857143,-0.257142857,-0.279047619,0.125714286,2656.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,180,25.66666667,97.66875,7.9665625,14.1415625,1.3109375,5.4628125,268.571875,265.15,-0.145,-0.20625,0.1209375,2500.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,181,26.32510288,102.4444444,8.257407407,16.22,1.247777778,5.21037037,272.6777778,265.9444444,-0.225925926,-0.256666667,0.13,2338,45.55,NA,4.7,NA,0.286835,NA,0.198005,NA,NA,NA
D,reference,PULSE1,182,27.0975976,111.7378378,8.880540541,16.19918919,1.519459459,6.282972973,278.6324324,267.8891892,-0.106216216,-0.178648649,0.13,2018.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,183,26.19949495,87.00454545,7.028636364,16.22636364,1.474545455,6.102727273,275.1136364,268.9636364,-0.015909091,-0.121818182,0.13,3308,53.85,NA,10.15,NA,0.564345,NA,0.036323,NA,0.1,b
D,reference,PULSE1,184,26.31111111,82.02,6.612,16.22,1.265,5.28,275.07,268.33,-0.14,-0.203,0.13,1568.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,185,27.44230769,93.55384615,7.389615385,16.18961538,0.785384615,3.389230769,285.3615385,272.6230769,-0.24884615400000001,-0.272692308,0.13,1822,42,NA,6.05,NA,0.556035,NA,0.17312,NA,NA,NA
D,reference,PULSE1,186,27.09259259,74.88,5.953333333,16.2,0.833,3.572666667,285.4466667,274.4633333,-0.243,-0.269333333,0.13,1333.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,187,27.63095238,81.96071429,6.4525,16.18,0.733214286,3.174285714,292.1071429,278.1107143,-0.251071429,-0.274285714,0.13,1803.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,188,27.59009009,83.8,6.603513514,16.18,0.561621622,2.501081081,293.3027027,279.4972973,-0.355405405,-0.341081081,0.13,1173.7,40.85,NA,5.9,NA,0.19281,NA,0.17918,NA,NA,NA
D,reference,PULSE1,189,28.25661376,84.07619048,6.545238095,16.16,0.554761905,2.471428571,299.6761905,282.1095238,-0.331428571,-0.324285714,0.13,1072.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,190,27.96153846,67.75384615,5.302307692,16.17,0.409230769,1.9,302.2884615,286.0730769,-0.385384615,-0.361923077,0.13,724.45,44,NA,6.4,NA,0.658815,NA,0.0624,NA,0.0013,NA
D,reference,PULSE1,191,28.08333333,79.51875,6.2128125,16.17,0.435625,2.00625,303.7125,286.834375,-0.3696875,-0.3509375,0.13,1155.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,192,25.50292398,51.53157895,4.215789474,16.25,0.500526316,2.258947368,300.7684211,297.9105263,-0.310526316,-0.311578947,0.14,966.27,93.4,NA,13.1,NA,0.1219305,NA,0.0332,NA,NA,NA
D,reference,PULSE1,193,27.18055556,81.96666667,6.505,16.195,0.313333333,1.52,302.225,290.15,-0.376666667,-0.355,0.14,1308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,194,25.70772947,59.82173913,4.874347826,16.24,0.363913043,1.719565217,299.226087,295.2391304,0.013478261,-0.103913043,0.14,1061.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,195,25.55092593,78.275,6.396666667,16.24666667,0.320833333,1.551666667,300.3083333,297.1916667,-0.38,-0.359166667,0.14,817.78,51.1,NA,6.7,NA,0.398345,NA,0.227935,NA,NA,NA
D,reference,PULSE1,196,25.38888889,78.10625,6.401875,16.25,0.355625,1.685625,300.975,298.69375,-0.3725,-0.350625,0.14,951.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,197,24.03703704,65.575,5.514166667,16.29,0.32,1.549166667,270.6833333,275.775,-0.314166667,-0.314166667,0.13,1346.1,49.7,NA,5.2,NA,0.2638,NA,0.11429,NA,0.00605,NA
D,reference,PULSE1,198,24.46696697,77.13513514,6.430540541,16.279459460000002,1.744864865,7.172972973,282.9135135,285.8054054,-0.130810811,-0.195945946,0.14,926.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,199,25.83660131,93.13529412,7.565882353,16.23470588,0.179411765,0.992352941,297.4882353,292.7941176,-0.402352941,-0.370588235,0.14,670.21,42.2,NA,3.05,NA,0.24845,NA,0.0446,NA,NA,NA
D,reference,PULSE1,200,26.87,82.314,6.5676,16.2036,0.4808,2.1834,296.766,286.53,-0.2346,-0.2618,0.1348,1027.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,201,28.7010582,109.4428571,8.455238095,16.15,0.313333333,1.517142857,306.6761905,286.4238095,-0.293333333,-0.3,0.13,1009.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,202,25.80952381,85.05,6.922142857,16.24,0.275,1.370714286,293.6714286,289.2142857,-0.304285714,-0.306428571,0.14,1011.9,40.65,NA,2.6,NA,0.397185,NA,0.142505,NA,NA,NA
D,reference,PULSE1,203,24.94444444,78.76842105,6.512631579,16.26578947,0.295263158,1.456315789,289.2789474,289.6842105,-0.309473684,-0.311052632,0.14,889.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,204,26.25880759,83.3,6.716585366,16.22341463,0.200243902,1.073902439,302.1414634,295.0073171,-0.332682927,-0.326829268,0.14,797.77,52.45,NA,5.95,NA,0.4664,NA,0.167565,NA,0.0177,NA
D,reference,PULSE1,205,24.5,72.26315789,6.022105263,16.28,0.24,1.231052632,294.8736842,297.7157895,-0.346315789,-0.334210526,0.14,714.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,206,25.0014245,68.06923077,5.617435897,16.26358974,0.346410256,1.652051282,301.1051282,301.0948718,-0.12025641,-0.18974359,0.14,654.98,58,NA,5.1,NA,0.28673,NA,0.15321,NA,NA,NA
D,reference,PULSE1,207,26.89555556,65.548,5.2276,16.2024,0.5036,2.27,312.62,301.68,0.4548,0.1816,0.14,2306.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,208,27.225,69.035,5.474,16.191,0.3075,1.4965,312.325,299.565,-0.006,-0.1145,0.14,2289.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE1,209,25.44444444,68.74545455,5.63,16.25,0.310909091,1.512727273,309.9545455,307.3363636,-0.27,-0.286363636,0.15,1137.6,276.55,NA,1.8,NA,0.56365,NA,0.260605,NA,NA,NA
D,reference,PULSE1,210,24.97222222,75.05,6.195,16.26,0.205555556,1.102777778,310,310.1777778,-0.32,-0.313888889,0.15,852.92,47.25,NA,2.75,NA,0.8181,NA,0.22345,NA,NA,NA
D,reference,PULSE2,211,25.86666667,83.04,6.749,16.24,0.181,1.002,322.19,316.9,-0.352,-0.34,0.15,1175.6,38.15,NA,0.15,NA,0.50279,NA,0.243275,NA,0.0103,NA
D,reference,PULSE2,212,25.11111111,72.48,5.97,16.26,0.163,0.931,317.73,316.93,-0.355,-0.34,0.15,1050.9,35.3,NA,0.1,b,0.27738,NA,0.1022965,NA,NA,NA
D,reference,PULSE2,213,24.96296296,75.14666667,6.208,16.26,0.261333333,1.315333333,323.36,323.5866667,-0.333333333,-0.327333333,0.15,937.73,38.05,NA,0.005,NA,0.25767,NA,0.218225,NA,NA,NA
D,reference,PULSE2,214,24.88888889,59.87931034,4.951724138,16.26551724,0.420689655,1.941724138,328.2310345,328.9034483,0.374137931,0.130344828,0.16,2811.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE2,215,24.79259259,73.02,6.05,16.27,0.38,1.782333333,331.3666667,332.6433333,-0.116666667,-0.186333333,0.16,1332.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,reference,PULSE2,216,22.94444444,83.8875,7.19625,16.33,0.19125,1.04125,331.325,344.9,-0.325,-0.32,0.16,655.89,45.7,NA,2.4,NA,0.555405,NA,0.14487,NA,NA,NA
D,reference,PULSE2,217,21.16666667,82.22857143,7.302857143,16.38,0.205714286,1.1,327.6857143,353.7,-0.287142857,-0.298571429,0.17,771.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
